zip_code_prefix,lng,lat,city,state
010,-46.6351830240033,-23.5498775326561,sao paulo,sp
010,-46.6346588458363,-23.5380460968608,sao paulo,sp
010,-46.6371570123492,-23.5489006527787,sao paulo,sp
010,-46.6413561977609,-23.5417409361763,sao paulo,sp
010,-46.637097428386,-23.5480135387212,sao paulo,sp
010,-46.6321426820648,-23.5418328753823,sao paulo,sp
010,-46.633830233972,-23.5464353433262,sao paulo,sp
010,-46.6452173630994,-23.5462529571168,sao paulo,sp
010,-46.633501499019,-23.5459489453229,sao paulo,sp
011,-46.6738242274511,-23.5170784421489,sao paulo,sp
011,-46.6601947019159,-23.531825536211,sao paulo,sp
011,-46.6414520399619,-23.5255948323619,sao paulo,sp
011,-46.6479680759132,-23.5247773513763,sao paulo,sp
011,-46.6540245313636,-23.5219564962491,sao paulo,sp
011,-46.6648274753015,-23.5297787005309,sao paulo,sp
011,-46.6311934494778,-23.5285990299786,sao paulo,sp
011,-46.6273444818224,-23.5260656200301,sao paulo,sp
011,-46.6603342164829,-23.5291107569147,sao paulo,sp
011,-46.6370454605863,-23.5278635348261,sao paulo,sp
011,-46.6322699228461,-23.525130509031,sao paulo,sp
011,-46.6360357163426,-23.5299302128801,sao paulo,sp
011,-46.6522701289169,-23.5316927987766,sao paulo,sp
011,-46.6432678698424,-23.5286292994691,sao paulo,sp
011,-46.6338444210284,-23.528830400225,sao paulo,sp
011,-46.6645721493162,-23.524057037192,sao paulo,sp
011,-46.633963453777,-23.5292355678631,sao paulo,sp
011,-46.6669441676381,-23.52350959839,sao paulo,sp
011,-46.6327199228461,-23.5284795673148,sao paulo,sp
011,-46.6289123680247,-23.5218721326678,sao paulo,sp
011,-46.6599944707139,-23.5314450524554,sao paulo,sp
011,-46.6474755483005,-23.5216418320735,sao paulo,sp
011,-46.6263309127185,-23.5354418592821,sao paulo,sp
011,-46.6355821908073,-23.5285350452421,sao paulo,sp
011,-46.659133477379,-23.5278078892608,sao paulo,sp
011,-46.6529339855733,-23.5224,sao paulo,sp
011,-46.6332483717756,-23.5254794979225,sao paulo,sp
011,-46.6534640568925,-23.5286871524534,sao paulo,sp
011,-46.6642898813043,-23.5218351025734,sao paulo,sp
011,-46.6637332894203,-23.5219907837495,sao paulo,sp
011,-46.6404580942351,-23.5261803769115,sao paulo,sp
011,-46.632206158203,-23.5346192123319,sao paulo,sp
011,-46.6401973730164,-23.5265296486237,sao paulo,sp
011,-46.6636656989897,-23.5235745617321,sao paulo,sp
011,-46.6538542646431,-23.5334704607305,sao paulo,sp
011,-46.6562620428761,-23.5314210596688,sao paulo,sp
011,-46.6389276226844,-23.5266654549022,sao paulo,sp
011,-46.6510490147152,-23.5225911057476,sao paulo,sp
011,-46.6637641604247,-23.5298256391886,sao paulo,sp
011,-46.6448976453055,-23.5246312348087,sao paulo,sp
011,-46.6401968546945,-23.5288626813723,sao paulo,sp
011,-46.6506756042183,-23.5339537893416,sao paulo,sp
011,-46.6640155685556,-23.5228883144728,sao paulo,sp
011,-46.6409363201569,-23.5276289578164,sao paulo,sp
011,-46.6317294729356,-23.5269053427779,sao paulo,sp
011,-46.6563295793756,-23.532755793785,sao paulo,sp
011,-46.6503337899292,-23.5270101322939,sao paulo,sp
011,-46.6388943213977,-23.5290504970858,sao paulo,sp
011,-46.6292904723873,-23.5333038187719,sao paulo,sp
011,-46.6564040939466,-23.531294001385,sao paulo,sp
012,-46.6528924962491,-23.5376846930291,sao paulo,sp
012,-46.6642467860233,-23.5364597185643,sao paulo,sp
012,-46.6634523814991,-23.5406657149576,sao paulo,sp
012,-46.6634228617923,-23.5524739350511,sao paulo,sp
012,-46.6553785495412,-23.5403287857349,sao paulo,sp
012,-46.6839463730164,-23.543356526776,sao paulo,sp
012,-46.6503221415546,-23.539771561198,sao paulo,sp
012,-46.6584334046684,-23.5493217546597,sao paulo,sp
012,-46.6433174131225,-23.5385154379653,sao paulo,sp
012,-46.6488114888915,-23.5420289475446,sao paulo,sp
012,-46.6631092137169,-23.5360425961683,sao paulo,sp
012,-46.6589139302037,-23.5491208312654,sao paulo,sp
012,-46.6607793877315,-23.5487291384962,sao paulo,sp
012,-46.6451497456287,-23.5447075434244,sao paulo,sp
012,-46.651941,-23.5427425037509,sao paulo,sp
012,-46.6460899941716,-23.5438305617463,sao paulo,sp
012,-46.6455519528247,-23.5432695750765,sao paulo,sp
012,-46.6466440654972,-23.5466281990017,sao paulo,sp
012,-46.6637504141035,-23.5354480407987,sao paulo,sp
012,-46.6587651330718,-23.5480111706965,sao paulo,sp
012,-46.6607494426971,-23.5489081640314,sao paulo,sp
012,-46.6584128792774,-23.5502661490277,sao paulo,sp
012,-46.6569934730798,-23.5456766086618,sao paulo,sp
012,-46.6736019204801,-23.5498782891973,sao paulo,sp
012,-46.6725196397656,-23.546796925616,sao paulo,sp
012,-46.6432271457095,-23.5419108995325,sao paulo,sp
012,-46.6680098345836,-23.5473369991633,sao paulo,sp
012,-46.6514556340528,-23.5371512411853,sao paulo,sp
012,-46.6529023492988,-23.5397652331352,sao paulo,sp
012,-46.6865103774598,-23.5444449497663,sao paulo,sp
012,-46.6480342769923,-23.5417714782157,sao paulo,sp
012,-46.6416466187893,-23.5395384096601,sao paulo,sp
012,-46.6496095706331,-23.5319078243118,sao paulo,sp
012,-46.6412494082751,-23.5340833519245,sao paulo,sp
012,-46.6562025627272,-23.5379608323619,sao paulo,sp
012,-46.6553198978591,-23.5441211287726,sao paulo,sp
012,-46.6717625106758,-23.5466003180794,sao paulo,sp
012,-46.6587526691673,-23.5367898265335,sao paulo,sp
012,-46.6616460704888,-23.5426927271626,sao paulo,sp
012,-46.6475525939466,-23.5395665517629,sao paulo,sp
012,-46.6753404070344,-23.5456142267586,sao paulo,sp
012,-46.6616395012407,-23.540788110191,sao paulo,sp
012,-46.6394859009175,-23.5365177624214,sao paulo,sp
012,-46.6396363127993,-23.5404843105776,sao paulo,sp
012,-46.6585205085983,-23.5449694129783,sao paulo,sp
012,-46.6504313465455,-23.5324431054608,sao paulo,sp
012,-46.6383352733856,-23.5387063447112,sao paulo,sp
012,-46.6558032726932,-23.5475266269836,sao paulo,sp
012,-46.6559640627272,-23.5372858323619,sao paulo,sp
012,-46.6607001154711,-23.5516784357436,sao paulo,sp
013,-46.6441873374978,-23.5639648914825,sao paulo,sp
013,-46.6410385845857,-23.5634410718913,sao paulo,sp
013,-46.6440883374978,-23.5639918914825,sao paulo,sp
013,-46.6521503674764,-23.5651917202377,sao paulo,sp
013,-46.640804636967,-23.5607971229443,sao paulo,sp
013,-46.6435652900341,-23.5643640976975,sao paulo,sp
013,-46.6514369264528,-23.5586682295286,sao paulo,sp
013,-46.6453838145883,-23.5638125939466,sao paulo,sp
013,-46.6466627360494,-23.5627871071326,sao paulo,sp
013,-46.6521503674764,-23.5651917202377,sao paulo,sp
013,-46.6461428777482,-23.5675046266952,sao paulo,sp
013,-46.6489619994517,-23.5481377996134,sao paulo,sp
013,-46.650153876219,-23.5543693724681,sao paulo,sp
013,-46.6454695823786,-23.5577343854606,sao paulo,sp
013,-46.6469816333603,-23.5606119045242,sao paulo,sp
013,-46.6517069583646,-23.5573802858791,sao paulo,sp
013,-46.6437542535346,-23.5682388548387,sao paulo,sp
013,-46.6406793959259,-23.5535722595072,sao paulo,sp
013,-46.6578783043125,-23.5514075584904,sao paulo,sp
013,-46.6486104811299,-23.5662740044434,sao paulo,sp
013,-46.6516184768307,-23.5622026619539,sao paulo,sp
013,-46.6586204927866,-23.5565644715506,sao paulo,sp
013,-46.6471796698598,-23.5652591523746,sao paulo,sp
013,-46.6454117890531,-23.5637225939466,sao paulo,sp
013,-46.6420326545963,-23.5563515203993,sao paulo,sp
013,-46.6466590238636,-23.5696335380613,sao paulo,sp
013,-46.6447233506838,-23.5548285401062,sao paulo,sp
013,-46.6481653483179,-23.5477683486063,sao paulo,sp
013,-46.6539371616654,-23.5590412522938,sao paulo,sp
013,-46.6497841748514,-23.557101485429,sao paulo,sp
013,-46.6453597522938,-23.570574474609,sao paulo,sp
013,-46.6521284912574,-23.5606670779906,sao paulo,sp
013,-46.6455234543539,-23.5668227432628,sao paulo,sp
013,-46.6546871683306,-23.54837919678,sao paulo,sp
013,-46.6501230992267,-23.554596635582,sao paulo,sp
013,-46.6529424826591,-23.5645329075826,sao paulo,sp
013,-46.6523442596271,-23.564827875661,sao paulo,sp
013,-46.6519126876416,-23.5569219880454,sao paulo,sp
013,-46.6484586232327,-23.5648439789082,sao paulo,sp
013,-46.6444807076,-23.5566238986958,sao paulo,sp
013,-46.6555381244735,-23.5529623971666,sao paulo,sp
013,-46.6473279240868,-23.5525784351953,sao paulo,sp
013,-46.6426639648855,-23.5611864585088,sao paulo,sp
013,-46.6497103251486,-23.5586174562871,sao paulo,sp
013,-46.6501523834324,-23.5543063724681,sao paulo,sp
013,-46.6495196641756,-23.5512977216227,sao paulo,sp
013,-46.6524421142017,-23.5646982614404,sao paulo,sp
013,-46.6517893930117,-23.5654877457729,sao paulo,sp
013,-46.6432358132802,-23.5536573463439,sao paulo,sp
013,-46.6604926912401,-23.5580671773616,sao paulo,sp
014,-46.6618495124935,-23.5646893338911,sao paulo,sp
014,-46.6591901801316,-23.5624921917883,sao paulo,sp
014,-46.6642425693923,-23.5678264787639,sao paulo,sp
014,-46.6915375439726,-23.5696014698771,sao paulo,sp
014,-46.687145842201,-23.5766813474811,sao paulo,sp
014,-46.6505295668822,-23.5658637341162,sao paulo,sp
014,-46.6768708688614,-23.5756336583472,sao paulo,sp
014,-46.6549729947199,-23.5724986733222,sao paulo,sp
014,-46.6644001218477,-23.5672072173235,sao paulo,sp
014,-46.6922546451612,-23.5737103205609,sao paulo,sp
014,-46.6641684869937,-23.5603470517804,sao paulo,sp
014,-46.6866760763172,-23.5774427010791,sao paulo,sp
014,-46.6690091801315,-23.5591721662531,sao paulo,sp
014,-46.6570379809857,-23.5652068601189,sao paulo,sp
014,-46.6880046030898,-23.5758065281443,sao paulo,sp
014,-46.6468925399619,-23.5607835750765,sao paulo,sp
014,-46.663709086185,-23.5568475781349,sao paulo,sp
014,-46.6838976622424,-23.5832266094985,sao paulo,sp
014,-46.652171437417,-23.5674198651105,sao paulo,sp
014,-46.6612035144267,-23.5672784629522,sao paulo,sp
014,-46.6508018510878,-23.5634409528247,sao paulo,sp
014,-46.6652314489296,-23.5671104701656,sao paulo,sp
014,-46.6621909103526,-23.5615512572855,sao paulo,sp
014,-46.6628192408676,-23.5666597790004,sao paulo,sp
014,-46.6644414286744,-23.5632223338911,sao paulo,sp
014,-46.6548502522938,-23.569035558428,sao paulo,sp
014,-46.6710313405562,-23.5789776669456,sao paulo,sp
014,-46.6600530693923,-23.5731554629522,sao paulo,sp
014,-46.6587847615846,-23.5689588337469,sao paulo,sp
014,-46.6614981983092,-23.5664917749149,sao paulo,sp
014,-46.6824882305095,-23.5842576597322,sao paulo,sp
014,-46.6541150872815,-23.5681706164234,sao paulo,sp
014,-46.6676712865716,-23.5772513849616,sao paulo,sp
014,-46.6534929349069,-23.5662040366437,sao paulo,sp
014,-46.6553324952968,-23.5680053058458,sao paulo,sp
014,-46.6677118179352,-23.5670703111259,sao paulo,sp
014,-46.6808944036875,-23.5766897499279,sao paulo,sp
014,-46.6895246339085,-23.5842882747706,sao paulo,sp
014,-46.6587125095793,-23.5674966947025,sao paulo,sp
014,-46.6485143315252,-23.569688441572,sao paulo,sp
014,-46.6886958470771,-23.5690033827399,sao paulo,sp
014,-46.6545530954758,-23.551840037192,sao paulo,sp
014,-46.6563835366437,-23.5716805115125,sao paulo,sp
014,-46.6691421325236,-23.6375761959433,sao paulo,sp
014,-46.6646240111085,-23.5571625370478,sao paulo,sp
014,-46.6530990292861,-23.5703843325062,sao paulo,sp
014,-46.6588223690057,-23.5648943438745,sao paulo,sp
014,-46.6602499272895,-23.5662704532287,sao paulo,sp
014,-46.6777150772891,-23.5684372374467,sao paulo,sp
014,-46.6663527557563,-23.5607012442437,sao paulo,sp
015,-46.6335456597322,-23.5668885195626,sao paulo,sp
015,-46.6349116121242,-23.5681331806798,sao paulo,sp
015,-46.6226496401696,-23.5644704948641,sao paulo,sp
015,-46.6339077078885,-23.5686462753189,sao paulo,sp
015,-46.6157821902591,-23.5825112200935,sao paulo,sp
015,-46.6182688981476,-23.5791886172601,sao paulo,sp
015,-46.6138984443454,-23.5753424597625,sao paulo,sp
015,-46.6290406984534,-23.5615621007559,sao paulo,sp
015,-46.6160271756881,-23.576602672774,sao paulo,sp
015,-46.633014413411,-23.5616892644988,sao paulo,sp
015,-46.6377242535346,-23.5702066799873,sao paulo,sp
015,-46.6334965222325,-23.5673277741128,sao paulo,sp
015,-46.6108519308058,-23.57158823995,sao paulo,sp
015,-46.6208471683306,-23.5679879553062,sao paulo,sp
015,-46.6134597181603,-23.5789317871199,sao paulo,sp
015,-46.6170241697155,-23.5623331779098,sao paulo,sp
015,-46.6220075075018,-23.5754630774424,sao paulo,sp
015,-46.6393119518437,-23.5664201945583,sao paulo,sp
015,-46.6153654505723,-23.5590139921213,sao paulo,sp
015,-46.6359014151501,-23.5555396195556,sao paulo,sp
015,-46.6222112721162,-23.5700573047492,sao paulo,sp
015,-46.6259841720815,-23.5681211312828,sao paulo,sp
015,-46.6101925356628,-23.5676431043626,sao paulo,sp
015,-46.6388731151826,-23.5689644382537,sao paulo,sp
015,-46.6337610519072,-23.5670524160367,sao paulo,sp
015,-46.6324516151826,-23.5569925217843,sao paulo,sp
015,-46.6280569632407,-23.5709754626638,sao paulo,sp
015,-46.6324904912574,-23.5714674127185,sao paulo,sp
015,-46.6117212818684,-23.5669239847366,sao paulo,sp
015,-46.6365020399619,-23.5618373294477,sao paulo,sp
015,-46.6244927750591,-23.5676569139593,sao paulo,sp
015,-46.6283065387212,-23.5697979081309,sao paulo,sp
015,-46.6398121126725,-23.5700258207052,sao paulo,sp
015,-46.6300751138231,-23.5624439302051,sao paulo,sp
015,-46.6155863484621,-23.5652684351953,sao paulo,sp
015,-46.6155459950083,-23.578353680824,sao paulo,sp
015,-46.6237214994517,-23.5610471421028,sao paulo,sp
015,-46.6111031493162,-23.5692151501529,sao paulo,sp
015,-46.6380872026083,-23.5628287549195,sao paulo,sp
015,-46.6388190832708,-23.5702633935599,sao paulo,sp
015,-46.6378676770731,-23.5628587621329,sao paulo,sp
015,-46.6163693741416,-23.5650688220902,sao paulo,sp
015,-46.6245465851167,-23.5803101856105,sao paulo,sp
015,-46.6250839730798,-23.5544556319753,sao paulo,sp
015,-46.6208622033008,-23.5669638090484,sao paulo,sp
015,-46.6267024951526,-23.5635242900341,sao paulo,sp
015,-46.6356315693923,-23.5674944629522,sao paulo,sp
015,-46.634449086589,-23.5715081806798,sao paulo,sp
015,-46.6183074765423,-23.5649608426337,sao paulo,sp
015,-46.6225438035085,-23.5777209569796,sao paulo,sp
017,-46.6312315284494,-23.4757825037509,sao paulo,sp
020,-46.612742961423,-23.5017829592013,sao paulo,sp
020,-46.6346020654972,-23.4990346588955,sao paulo,sp
020,-46.639604671601,-23.5146466941268,sao paulo,sp
020,-46.6050352733856,-23.503292319176,sao paulo,sp
020,-46.6001474504563,-23.4987462375586,sao paulo,sp
020,-46.6226876626464,-23.505660880374,sao paulo,sp
020,-46.6351917485429,-23.4988244526805,sao paulo,sp
020,-46.6325412799065,-23.4967305545329,sao paulo,sp
020,-46.5972081129609,-23.5015988315252,sao paulo,sp
020,-46.606439001385,-23.5159664568354,sao paulo,sp
020,-46.6122059264528,-23.5082797960067,sao paulo,sp
020,-46.6102025882624,-23.501529156818,sao paulo,sp
020,-46.6139828243118,-23.5039843344394,sao paulo,sp
020,-46.6210180161001,-23.4958715203993,sao paulo,sp
020,-46.6350324672514,-23.5014925284494,sao paulo,sp
020,-46.6012405793756,-23.5026447593629,sao paulo,sp
020,-46.6060819345028,-23.5024453236194,sao paulo,sp
020,-46.6131116415546,-23.499202913411,sao paulo,sp
020,-46.6348482317238,-23.5139504625029,sao paulo,sp
020,-46.6096844804374,-23.5031375373362,sao paulo,sp
020,-46.6174297990306,-23.4920381121319,sao paulo,sp
020,-46.6285505399619,-23.498262,sao paulo,sp
020,-46.6169246243418,-23.5021333231434,sao paulo,sp
020,-46.6383159248957,-23.503014,sao paulo,sp
020,-46.5968517639506,-23.5034499394945,sao paulo,sp
020,-46.6106382436035,-23.5039272982228,sao paulo,sp
020,-46.6117638157135,-23.501173243407,sao paulo,sp
020,-46.6218533294477,-23.5009575473195,sao paulo,sp
020,-46.6392080065209,-23.5046741071326,sao paulo,sp
020,-46.5943622529863,-23.4967962989209,sao paulo,sp
020,-46.6016244832073,-23.508860636967,sao paulo,sp
020,-46.6220839563672,-23.4967933321459,sao paulo,sp
020,-46.6294995103722,-23.5021057429746,sao paulo,sp
020,-46.6356823637256,-23.497940514571,sao paulo,sp
020,-46.6270021151826,-23.5003604454671,sao paulo,sp
020,-46.6059276823533,-23.5185900874257,sao paulo,sp
020,-46.618993083089,-23.4883258154816,sao paulo,sp
020,-46.5986838980033,-23.4961220219285,sao paulo,sp
020,-46.6046016916441,-23.5156144823706,sao paulo,sp
020,-46.5975862646431,-23.495971243407,sao paulo,sp
020,-46.6033749934791,-23.4977908673322,sao paulo,sp
020,-46.6048729802932,-23.5088700663339,sao paulo,sp
020,-46.6259374381095,-23.4933011029776,sao paulo,sp
020,-46.6409593971666,-23.5033062747706,sao paulo,sp
020,-46.6024495341336,-23.5031893802297,sao paulo,sp
020,-46.599057026776,-23.506048110191,sao paulo,sp
020,-46.6210295836748,-23.488213767413,sao paulo,sp
020,-46.6375664285952,-23.5032532032991,sao paulo,sp
020,-46.601708988199,-23.5148451654164,sao paulo,sp
020,-46.6310420255352,-23.4982064707139,sao paulo,sp
021,-46.5792982378671,-23.5033454815339,sao paulo,sp
021,-46.5932013943967,-23.5032386019967,sao paulo,sp
021,-46.5858048882798,-23.5051441815165,sao paulo,sp
021,-46.5691205846558,-23.4870517604881,sao paulo,sp
021,-46.5657519292227,-23.5223686727739,sao paulo,sp
021,-46.5903761852674,-23.5272934221536,sao paulo,sp
021,-46.5911797017472,-23.5255059049699,sao paulo,sp
021,-46.5733575630616,-23.5225805152038,sao paulo,sp
021,-46.5948288113438,-23.5118222566579,sao paulo,sp
021,-46.5743309152,-23.4878604096601,sao paulo,sp
021,-46.5752170691039,-23.5079922989209,sao paulo,sp
021,-46.5851811319753,-23.5016439467079,sao paulo,sp
021,-46.5941034904207,-23.5094954249235,sao paulo,sp
021,-46.5725884920941,-23.5234055065209,sao paulo,sp
021,-46.5821581741197,-23.5087688849594,sao paulo,sp
021,-46.5659400380287,-23.5199731851232,sao paulo,sp
021,-46.5885010115125,-23.4999997219112,sao paulo,sp
021,-46.5902882704715,-23.5015066938658,sao paulo,sp
021,-46.5930436167118,-23.5065319422644,sao paulo,sp
021,-46.5737829672514,-23.488137,sao paulo,sp
021,-46.5627498632242,-23.5091457676701,sao paulo,sp
021,-46.5785399912574,-23.5027325800681,sao paulo,sp
021,-46.5927629243753,-23.5037858104334,sao paulo,sp
021,-46.5948605543887,-23.5111318637255,sao paulo,sp
021,-46.5916234350511,-23.5068580793756,sao paulo,sp
021,-46.5795726391887,-23.5189611931733,sao paulo,sp
021,-46.5766463710831,-23.5058854299152,sao paulo,sp
021,-46.5840336792948,-23.507038121011,sao paulo,sp
021,-46.5741902411853,-23.4956389555947,sao paulo,sp
021,-46.5759538110507,-23.5253400444956,sao paulo,sp
021,-46.5863757120434,-23.5107898534538,sao paulo,sp
021,-46.5702899927866,-23.515227,sao paulo,sp
021,-46.5752561225402,-23.508385511801,sao paulo,sp
021,-46.5843071683306,-23.5225603447112,sao paulo,sp
021,-46.5672763971666,-23.4855667507646,sao paulo,sp
021,-46.5803055843673,-23.5032819672514,sao paulo,sp
021,-46.5933834163252,-23.5194157091292,sao paulo,sp
021,-46.5714122375786,-23.5030853608114,sao paulo,sp
021,-46.5901081849891,-23.4990705813468,sao paulo,sp
021,-46.579571230221,-23.504360269779,sao paulo,sp
021,-46.5845856180968,-23.511192485429,sao paulo,sp
021,-46.5751666408621,-23.5068764973743,sao paulo,sp
021,-46.5790405809048,-23.4979962747706,sao paulo,sp
021,-46.5828242535345,-23.5081009386578,sao paulo,sp
021,-46.5729729456113,-23.4980456122684,sao paulo,sp
021,-46.5941178075192,-23.5197625706331,sao paulo,sp
021,-46.5687522871199,-23.5118168592821,sao paulo,sp
021,-46.5872288577529,-23.5224039811299,sao paulo,sp
021,-46.5922311973282,-23.5216908645623,sao paulo,sp
021,-46.5713640770085,-23.48746785935,sao paulo,sp
022,-46.5973368316695,-23.4751011443245,sao paulo,sp
022,-46.5772488773095,-23.4786971719596,sao paulo,sp
022,-46.595718964193,-23.4882304052167,sao paulo,sp
022,-46.5861145284494,-23.4936277543713,sao paulo,sp
022,-46.5630414861969,-23.4799584870423,sao paulo,sp
022,-46.5629568681689,-23.4850761201743,sao paulo,sp
022,-46.5670793346137,-23.4798657793286,sao paulo,sp
022,-46.6074054847365,-23.4931123544347,sao paulo,sp
022,-46.5993713664955,-23.4780325032026,sao paulo,sp
022,-46.5767267421663,-23.4624774235386,sao paulo,sp
022,-46.582795744792,-23.4733471393329,sao paulo,sp
022,-46.5820886879798,-23.476351864032,sao paulo,sp
022,-46.5686368899532,-23.484387635582,sao paulo,sp
022,-46.5714971143459,-23.4768481187893,sao paulo,sp
022,-46.5728919575279,-23.4623175920133,sao paulo,sp
022,-46.5653908760748,-23.4773029381095,sao paulo,sp
022,-46.5909069184027,-23.4863383200127,sao paulo,sp
022,-46.5874585948367,-23.4652983900353,sao paulo,sp
022,-46.5848119648855,-23.4944043635813,sao paulo,sp
022,-46.5893167574297,-23.4838223952334,sao paulo,sp
022,-46.5838660474638,-23.4790371515379,sao paulo,sp
022,-46.572341659936,-23.4596960175719,sao paulo,sp
022,-46.5787892725489,-23.4800103244561,sao paulo,sp
022,-46.5769140401062,-23.4857570291419,sao paulo,sp
022,-46.5776949394945,-23.4848484796007,sao paulo,sp
022,-46.5747494425379,-23.4744495517081,sao paulo,sp
022,-46.5967658089042,-23.4730345073576,sao paulo,sp
022,-46.5775525058284,-23.4768525190144,sao paulo,sp
022,-46.5777304257603,-23.4878466844307,sao paulo,sp
022,-46.5898570932541,-23.4837405889549,sao paulo,sp
022,-46.5893444022609,-23.4727686801728,sao paulo,sp
022,-46.5624859139593,-23.4846234796007,sao paulo,sp
022,-46.5773737842057,-23.4908977471579,sao paulo,sp
022,-46.6030636136534,-23.4850328273703,sao paulo,sp
022,-46.5989941676381,-23.4865777368861,sao paulo,sp
022,-46.5846308690057,-23.475673121011,sao paulo,sp
022,-46.5780485577223,-23.4568866856135,sao paulo,sp
022,-46.5853038424895,-23.4928147471579,sao paulo,sp
022,-46.5713235,-23.432886,sao paulo,sp
022,-46.5702705524554,-23.473549634197,sao paulo,sp
022,-46.5798007615846,-23.4927909431012,sao paulo,sp
022,-46.5893551625022,-23.4852232106584,sao paulo,sp
022,-46.5746144722431,-23.4860642864274,sao paulo,sp
022,-46.592756531589,-23.490878020332,sao paulo,sp
022,-46.5819128222344,-23.4827775575913,sao paulo,sp
022,-46.5819903651105,-23.4841224446304,sao paulo,sp
022,-46.5778580922926,-23.4679615864507,sao paulo,sp
022,-46.5920388491546,-23.4714006042184,sao paulo,sp
022,-46.5913661225402,-23.4916509919499,sao paulo,sp
022,-46.5853606815165,-23.4754965786831,sao paulo,sp
023,-46.5942367942076,-23.4677380378194,sao paulo,sp
023,-46.57801966452,-23.4399033997907,sao paulo,sp
023,-46.5916308188201,-23.4459067102854,sao paulo,sp
023,-46.6190023097409,-23.4736089467078,sao paulo,sp
023,-46.6218185224702,-23.4866381982219,sao paulo,sp
023,-46.6085421099025,-23.4834370510704,sao paulo,sp
023,-46.610458165985,-23.4731193698301,sao paulo,sp
023,-46.6086815255352,-23.4471184782157,sao paulo,sp
023,-46.604069916181,-23.4548321071325,sao paulo,sp
023,-46.5950540641122,-23.4511482464654,sao paulo,sp
023,-46.5915251734664,-23.4401765867332,sao paulo,sp
023,-46.6223389319927,-23.4874954335219,sao paulo,sp
023,-46.6086344100641,-23.4673934357436,sao paulo,sp
023,-46.6026142003867,-23.4604551268394,sao paulo,sp
023,-46.607003827226,-23.4510764562871,sao paulo,sp
023,-46.5994021743032,-23.4504281631947,sao paulo,sp
023,-46.6251500265162,-23.4621748287552,sao paulo,sp
023,-46.5757359403193,-23.4440060420212,sao paulo,sp
023,-46.5916966866524,-23.4449100421836,sao paulo,sp
023,-46.592913289306,-23.457894972447,sao paulo,sp
023,-46.5852973302845,-23.4543588476254,sao paulo,sp
023,-46.5999978923192,-23.4543753599746,sao paulo,sp
023,-46.5899065208034,-23.4502096383519,sao paulo,sp
023,-46.6089830340559,-23.4508840784307,sao paulo,sp
023,-46.6166556566738,-23.4816273599746,sao paulo,sp
023,-46.5786808319088,-23.447395019943,sao paulo,sp
023,-46.6950987783703,-23.4633607280892,sao paulo,sp
023,-46.6185514256403,-23.4823873498693,sao paulo,sp
023,-46.6163000255352,-23.4874144962491,sao paulo,sp
023,-46.61278580322,-23.4864764213169,sao paulo,sp
023,-46.6064212996133,-23.4703212953142,sao paulo,sp
023,-46.6272848537798,-23.4638053850503,sao paulo,sp
023,-46.6044729672514,-23.4756885539846,sao paulo,sp
